ANÁLISIS LÉXICO - algoritmos/algoritmo_Fernando.php
Contribución de: fzavala2003
Fecha: 29/06/2025 02:11:37
============================================================

ESTADO DEL ANÁLISIS:  ANÁLISIS EXITOSO

TOKENS ENCONTRADOS:
----------------------------------------
  1. Token: TAG_INICIO      | Valor: '<?php' | Línea: 1
 70. Token: ASIGNAR         | Valor: '=' | Línea: 14
 71. Token: NUMERO          | Valor: '0' | Línea: 14
 72. Token: PUNTO_COMA      | Valor: ';' | Línea: 14
 73. Token: VARIABLE        | Valor: '$totalEdades' | Línea: 15
 74. Token: ASIGNAR         | Valor: '=' | Línea: 15
 75. Token: NUMERO          | Valor: '0' | Línea: 15
 76. Token: PUNTO_COMA      | Valor: ';' | Línea: 15
 77. Token: VARIABLE        | Valor: '$cantidadPersonas' | Línea: 16
 78. Token: ASIGNAR         | Valor: '=' | Línea: 16
 79. Token: IDENTIFICADOR   | Valor: 'count' | Línea: 16
 80. Token: PAREN_IZQ       | Valor: '(' | Línea: 16
 81. Token: VARIABLE        | Valor: '$personas' | Línea: 16
 82. Token: PAREN_DER       | Valor: ')' | Línea: 16
 83. Token: PUNTO_COMA      | Valor: ';' | Línea: 16
 84. Token: FOREACH         | Valor: 'foreach' | Línea: 19
 85. Token: PAREN_IZQ       | Valor: '(' | Línea: 19
 86. Token: VARIABLE        | Valor: '$personas' | Línea: 19
 87. Token: AS              | Valor: 'as' | Línea: 19
 88. Token: VARIABLE        | Valor: '$persona' | Línea: 19
 89. Token: PAREN_DER       | Valor: ')' | Línea: 19
 90. Token: LLAVE_IZQ       | Valor: '{' | Línea: 19
 91. Token: VARIABLE        | Valor: '$edades' | Línea: 21
 92. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 21
 93. Token: CORCHETE_DER    | Valor: ']' | Línea: 21
 94. Token: ASIGNAR         | Valor: '=' | Línea: 21
 95. Token: VARIABLE        | Valor: '$persona' | Línea: 21
 96. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 21
 97. Token: CADENA          | Valor: '"edad"' | Línea: 21
 98. Token: CORCHETE_DER    | Valor: ']' | Línea: 21
 99. Token: PUNTO_COMA      | Valor: ';' | Línea: 21
100. Token: VARIABLE        | Valor: '$totalEdades' | Línea: 23
101. Token: ASIGNAR         | Valor: '=' | Línea: 23
102. Token: VARIABLE        | Valor: '$totalEdades' | Línea: 23
103. Token: MAS             | Valor: '+' | Línea: 23
104. Token: VARIABLE        | Valor: '$persona' | Línea: 23
105. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 23
106. Token: CADENA          | Valor: '"edad"' | Línea: 23
107. Token: CORCHETE_DER    | Valor: ']' | Línea: 23
108. Token: PUNTO_COMA      | Valor: ';' | Línea: 23
109. Token: IF              | Valor: 'if' | Línea: 26
110. Token: PAREN_IZQ       | Valor: '(' | Línea: 26
111. Token: VARIABLE        | Valor: '$persona' | Línea: 26
112. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 26
113. Token: CADENA          | Valor: '"edad"' | Línea: 26
114. Token: CORCHETE_DER    | Valor: ']' | Línea: 26
115. Token: MAYOR_IGUAL     | Valor: '>=' | Línea: 26
116. Token: IDENTIFICADOR   | Valor: 'EDAD_MINIMA' | Línea: 26
117. Token: PAREN_DER       | Valor: ')' | Línea: 26
118. Token: LLAVE_IZQ       | Valor: '{' | Línea: 26
119. Token: VARIABLE        | Valor: '$adultos' | Línea: 27
120. Token: ASIGNAR         | Valor: '=' | Línea: 27
121. Token: VARIABLE        | Valor: '$adultos' | Línea: 27
122. Token: MAS             | Valor: '+' | Línea: 27
123. Token: NUMERO          | Valor: '1' | Línea: 27
124. Token: PUNTO_COMA      | Valor: ';' | Línea: 27
125. Token: ECHO            | Valor: 'echo' | Línea: 28
126. Token: VARIABLE        | Valor: '$persona' | Línea: 28
127. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 28
128. Token: CADENA          | Valor: '"nombre"' | Línea: 28
129. Token: CORCHETE_DER    | Valor: ']' | Línea: 28
130. Token: PUNTO           | Valor: '.' | Línea: 28
131. Token: CADENA          | Valor: '" es mayor de edad\n"' | Línea: 28
132. Token: PUNTO_COMA      | Valor: ';' | Línea: 28
133. Token: LLAVE_DER       | Valor: '}' | Línea: 29
134. Token: ELSE            | Valor: 'else' | Línea: 29
135. Token: LLAVE_IZQ       | Valor: '{' | Línea: 29
136. Token: ECHO            | Valor: 'echo' | Línea: 30
137. Token: VARIABLE        | Valor: '$persona' | Línea: 30
138. Token: CORCHETE_IZQ    | Valor: '[' | Línea: 30
139. Token: CADENA          | Valor: '"nombre"' | Línea: 30
140. Token: CORCHETE_DER    | Valor: ']' | Línea: 30
141. Token: PUNTO           | Valor: '.' | Línea: 30
142. Token: CADENA          | Valor: '" es menor de edad\n"' | Línea: 30
143. Token: PUNTO_COMA      | Valor: ';' | Línea: 30
144. Token: LLAVE_DER       | Valor: '}' | Línea: 31
145. Token: LLAVE_DER       | Valor: '}' | Línea: 32
146. Token: IF              | Valor: 'if' | Línea: 35
147. Token: PAREN_IZQ       | Valor: '(' | Línea: 35
148. Token: VARIABLE        | Valor: '$cantidadPersonas' | Línea: 35
149. Token: MAYOR           | Valor: '>' | Línea: 35
150. Token: NUMERO          | Valor: '0' | Línea: 35
151. Token: PAREN_DER       | Valor: ')' | Línea: 35
152. Token: LLAVE_IZQ       | Valor: '{' | Línea: 35
153. Token: VARIABLE        | Valor: '$promedio' | Línea: 36
154. Token: ASIGNAR         | Valor: '=' | Línea: 36
155. Token: VARIABLE        | Valor: '$totalEdades' | Línea: 36
156. Token: DIVIDIR         | Valor: '/' | Línea: 36
157. Token: VARIABLE        | Valor: '$cantidadPersonas' | Línea: 36
158. Token: PUNTO_COMA      | Valor: ';' | Línea: 36
159. Token: LLAVE_DER       | Valor: '}' | Línea: 37
160. Token: ELSE            | Valor: 'else' | Línea: 37
161. Token: LLAVE_IZQ       | Valor: '{' | Línea: 37
162. Token: VARIABLE        | Valor: '$promedio' | Línea: 38
163. Token: ASIGNAR         | Valor: '=' | Línea: 38
164. Token: NUMERO          | Valor: '0' | Línea: 38
165. Token: PUNTO_COMA      | Valor: ';' | Línea: 38
166. Token: LLAVE_DER       | Valor: '}' | Línea: 39
167. Token: ECHO            | Valor: 'echo' | Línea: 42
168. Token: CADENA          | Valor: '"\nCantidad de personas: "' | Línea: 42
169. Token: PUNTO           | Valor: '.' | Línea: 42
170. Token: VARIABLE        | Valor: '$cantidadPersonas' | Línea: 42
171. Token: PUNTO_COMA      | Valor: ';' | Línea: 42
172. Token: ECHO            | Valor: 'echo' | Línea: 43
173. Token: CADENA          | Valor: '"\nCantidad de adultos: "' | Línea: 43
174. Token: PUNTO           | Valor: '.' | Línea: 43
175. Token: VARIABLE        | Valor: '$adultos' | Línea: 43
176. Token: PUNTO_COMA      | Valor: ';' | Línea: 43
177. Token: ECHO            | Valor: 'echo' | Línea: 44
178. Token: CADENA          | Valor: '"\nPromedio de edad: "' | Línea: 44
179. Token: PUNTO           | Valor: '.' | Línea: 44
180. Token: VARIABLE        | Valor: '$promedio' | Línea: 44
181. Token: PUNTO           | Valor: '.' | Línea: 44
182. Token: CADENA          | Valor: '"\n"' | Línea: 44
183. Token: PUNTO_COMA      | Valor: ';' | Línea: 44
184. Token: FUNCTION        | Valor: 'function' | Línea: 47
185. Token: IDENTIFICADOR   | Valor: 'sumar' | Línea: 47
186. Token: PAREN_IZQ       | Valor: '(' | Línea: 47
187. Token: VARIABLE        | Valor: '$num1' | Línea: 47
188. Token: COMA            | Valor: ',' | Línea: 47
189. Token: VARIABLE        | Valor: '$num2' | Línea: 47
190. Token: PAREN_DER       | Valor: ')' | Línea: 47
191. Token: LLAVE_IZQ       | Valor: '{' | Línea: 47
192. Token: VARIABLE        | Valor: '$resultado' | Línea: 48
193. Token: ASIGNAR         | Valor: '=' | Línea: 48
194. Token: VARIABLE        | Valor: '$num1' | Línea: 48
195. Token: MAS             | Valor: '+' | Línea: 48
196. Token: VARIABLE        | Valor: '$num2' | Línea: 48
197. Token: PUNTO_COMA      | Valor: ';' | Línea: 48
198. Token: RETURN          | Valor: 'return' | Línea: 49
199. Token: VARIABLE        | Valor: '$resultado' | Línea: 49
200. Token: PUNTO_COMA      | Valor: ';' | Línea: 49
201. Token: LLAVE_DER       | Valor: '}' | Línea: 50

ESTADÍSTICAS LÉXICAS:
-------------------------
Total de tokens: 201
Tipos únicos de tokens: 28

FRECUENCIA DE TOKENS:
--------------------
ARRAY_ASOCIATIVO: 10
AS             : 1
ASIGNAR        : 11
CADENA         : 27
COMA           : 12
CORCHETE_DER   : 13
CORCHETE_IZQ   : 13
DEFINE         : 1
DIVIDIR        : 1
ECHO           : 5
ELSE           : 2
FOREACH        : 1
FUNCTION       : 1
IDENTIFICADOR  : 3
IF             : 2
LLAVE_DER      : 6
LLAVE_IZQ      : 6
MAS            : 3
MAYOR          : 1
MAYOR_IGUAL    : 1
NUMERO         : 11
PAREN_DER      : 6
PAREN_IZQ      : 6
PUNTO          : 6
PUNTO_COMA     : 18
RETURN         : 1
TAG_INICIO     : 1
VARIABLE       : 32

============================================================
INFORMACIÓN ADICIONAL:
-------------------------
Archivo analizado: algoritmos/algoritmo_Fernando.php
Análisis léxico completado sin errores
Todos los tokens fueron reconocidos correctamente
